  -1.0000000e+00  -1.0000000e+00   1.0000000e+00
  -1.0000000e+00  -9.5918367e-01   9.6001666e-01
  -1.0000000e+00  -9.1836735e-01   9.2169929e-01
  -1.0000000e+00  -8.7755102e-01   8.8504790e-01
  -1.0000000e+00  -8.3673469e-01   8.5006247e-01
  -1.0000000e+00  -7.9591837e-01   8.1674302e-01
  -1.0000000e+00  -7.5510204e-01   7.8508955e-01
  -1.0000000e+00  -7.1428571e-01   7.5510204e-01
  -1.0000000e+00  -6.7346939e-01   7.2678051e-01
  -1.0000000e+00  -6.3265306e-01   7.0012495e-01
  -1.0000000e+00  -5.9183673e-01   6.7513536e-01
  -1.0000000e+00  -5.5102041e-01   6.5181175e-01
  -1.0000000e+00  -5.1020408e-01   6.3015410e-01
  -1.0000000e+00  -4.6938776e-01   6.1016243e-01
  -1.0000000e+00  -4.2857143e-01   5.9183673e-01
  -1.0000000e+00  -3.8775510e-01   5.7517701e-01
  -1.0000000e+00  -3.4693878e-01   5.6018326e-01
  -1.0000000e+00  -3.0612245e-01   5.4685548e-01
  -1.0000000e+00  -2.6530612e-01   5.3519367e-01
  -1.0000000e+00  -2.2448980e-01   5.2519783e-01
  -1.0000000e+00  -1.8367347e-01   5.1686797e-01
  -1.0000000e+00  -1.4285714e-01   5.1020408e-01
  -1.0000000e+00  -1.0204082e-01   5.0520616e-01
  -1.0000000e+00  -6.1224490e-02   5.0187422e-01
  -1.0000000e+00  -2.0408163e-02   5.0020825e-01
  -1.0000000e+00   2.0408163e-02   5.0020825e-01
  -1.0000000e+00   6.1224490e-02   5.0187422e-01
  -1.0000000e+00   1.0204082e-01   5.0520616e-01
  -1.0000000e+00   1.4285714e-01   5.1020408e-01
  -1.0000000e+00   1.8367347e-01   5.1686797e-01
  -1.0000000e+00   2.2448980e-01   5.2519783e-01
  -1.0000000e+00   2.6530612e-01   5.3519367e-01
  -1.0000000e+00   3.0612245e-01   5.4685548e-01
  -1.0000000e+00   3.4693878e-01   5.6018326e-01
  -1.0000000e+00   3.8775510e-01   5.7517701e-01
  -1.0000000e+00   4.2857143e-01   5.9183673e-01
  -1.0000000e+00   4.6938776e-01   6.1016243e-01
  -1.0000000e+00   5.1020408e-01   6.3015410e-01
  -1.0000000e+00   5.5102041e-01   6.5181175e-01
  -1.0000000e+00   5.9183673e-01   6.7513536e-01
  -1.0000000e+00   6.3265306e-01   7.0012495e-01
  -1.0000000e+00   6.7346939e-01   7.2678051e-01
  -1.0000000e+00   7.1428571e-01   7.5510204e-01
  -1.0000000e+00   7.5510204e-01   7.8508955e-01
  -1.0000000e+00   7.9591837e-01   8.1674302e-01
  -1.0000000e+00   8.3673469e-01   8.5006247e-01
  -1.0000000e+00   8.7755102e-01   8.8504790e-01
  -1.0000000e+00   9.1836735e-01   9.2169929e-01
  -1.0000000e+00   9.5918367e-01   9.6001666e-01
  -1.0000000e+00   1.0000000e+00   1.0000000e+00
  -9.5918367e-01  -1.0000000e+00   9.6001666e-01
  -9.5918367e-01  -9.5918367e-01   9.2003332e-01
  -9.5918367e-01  -9.1836735e-01   8.8171595e-01
  -9.5918367e-01  -8.7755102e-01   8.4506456e-01
  -9.5918367e-01  -8.3673469e-01   8.1007913e-01
  -9.5918367e-01  -7.9591837e-01   7.7675968e-01
  -9.5918367e-01  -7.5510204e-01   7.4510621e-01
  -9.5918367e-01  -7.1428571e-01   7.1511870e-01
  -9.5918367e-01  -6.7346939e-01   6.8679717e-01
  -9.5918367e-01  -6.3265306e-01   6.6014161e-01
  -9.5918367e-01  -5.9183673e-01   6.3515202e-01
  -9.5918367e-01  -5.5102041e-01   6.1182840e-01
  -9.5918367e-01  -5.1020408e-01   5.9017076e-01
  -9.5918367e-01  -4.6938776e-01   5.7017909e-01
  -9.5918367e-01  -4.2857143e-01   5.5185339e-01
  -9.5918367e-01  -3.8775510e-01   5.3519367e-01
