-0.298 -0.043 0.000
-0.269 -0.043 0.000
-0.239 -0.043 0.000
-0.210 -0.043 0.000
-0.181 -0.043 0.000
-0.152 -0.043 0.000
-0.123 -0.043 0.000
-0.094 -0.043 0.000
-0.065 -0.043 0.000
-0.036 -0.043 0.000
-0.007 -0.043 0.000
0.022 -0.043 0.000
0.051 -0.043 0.000
0.080 -0.043 0.000
0.109 -0.043 0.000
0.138 -0.043 0.000
0.167 -0.043 0.000
0.196 -0.043 0.000
0.225 -0.043 0.000
0.254 -0.043 0.000
0.283 -0.043 0.000
0.312 -0.043 0.000
0.341 -0.043 0.000
0.370 -0.043 0.000
0.399 -0.043 0.000
0.428 -0.043 0.000
0.457 -0.043 0.000
0.486 -0.043 0.000
0.515 -0.043 0.000
0.544 -0.043 0.000
0.573 -0.043 0.000
0.602 -0.043 0.000
0.632 -0.043 0.000
0.661 -0.043 0.000
0.690 -0.043 0.000
0.719 -0.043 0.000
0.748 -0.043 0.000
0.777 -0.043 0.000
0.806 -0.043 0.000
0.835 -0.043 0.000
0.864 -0.043 0.000
0.893 -0.043 0.000
0.922 -0.043 0.000
0.951 -0.043 0.000
0.980 -0.043 0.000
1.009 -0.043 0.000
1.038 -0.043 0.000
1.067 -0.043 0.000
1.096 -0.043 0.000
1.125 -0.043 0.000
-0.298 -0.022 0.000
-0.269 -0.022 0.000
-0.239 -0.022 0.000
-0.210 -0.022 0.000
-0.181 -0.022 0.000
-0.152 -0.022 0.000
-0.123 -0.022 0.000
-0.094 -0.022 0.000
-0.065 -0.022 0.000
-0.036 -0.022 0.000
-0.007 -0.022 0.000
0.022 -0.022 0.000
0.051 -0.022 0.000
0.080 -0.022 0.000
0.109 -0.022 0.000
0.138 -0.022 0.000
0.167 -0.022 0.000
0.196 -0.022 0.000
0.225 -0.022 0.000
0.254 -0.022 0.000
0.283 -0.022 0.000
0.312 -0.022 0.000
0.341 -0.022 0.000
0.370 -0.022 0.000
0.399 -0.022 0.000
0.428 -0.022 0.000
0.457 -0.022 0.000
0.486 -0.022 0.000
0.515 -0.022 0.000
0.544 -0.022 0.000
0.573 -0.022 0.000
0.602 -0.022 0.000
0.632 -0.022 0.000
0.661 -0.022 0.000
0.690 -0.022 0.000
0.719 -0.022 0.000
0.748 -0.022 0.000
0.777 -0.022 0.000
0.806 -0.022 0.000
0.835 -0.022 0.000
0.864 -0.022 0.000
0.893 -0.022 0.000
0.922 -0.022 0.000
0.951 -0.022 0.000
0.980 -0.022 0.000
1.009 -0.022 0.000
1.038 -0.022 0.000
1.067 -0.022 0.000
1.096 -0.022 0.000
1.125 -0.022 0.000
-0.298 -0.001 0.000
-0.269 -0.001 0.000
-0.239 -0.001 0.000
-0.210 -0.001 0.000
-0.181 -0.001 0.000
-0.152 -0.001 0.000
-0.123 -0.001 0.000
-0.094 -0.001 0.000
-0.065 -0.001 0.000
-0.036 -0.001 0.000
-0.007 -0.001 0.000
0.022 -0.001 0.000
0.051 -0.001 0.000
0.080 -0.001 0.000
0.109 -0.001 0.000
0.138 -0.001 0.000
0.167 -0.001 0.000
0.196 -0.001 0.000
0.225 -0.001 0.000
0.254 -0.001 0.000
0.283 -0.001 0.000
0.312 -0.001 0.000
0.341 -0.001 0.000
0.370 -0.001 0.000
0.399 -0.001 0.000
0.428 -0.001 0.000
0.457 -0.001 0.000
0.486 -0.001 0.000
0.515 -0.001 0.000
0.544 -0.001 0.000
0.573 -0.001 0.000
0.602 -0.001 0.000
0.632 -0.001 0.000
0.661 -0.001 0.000
0.690 -0.001 0.000
0.719 -0.001 0.000
0.748 -0.001 0.000
0.777 -0.001 0.000
0.806 -0.001 0.000
0.835 -0.001 0.000
0.864 -0.001 0.000
0.893 -0.001 0.000
0.922 -0.001 0.000
0.951 -0.001 0.000
0.980 -0.001 0.000
1.009 -0.001 0.000
1.038 -0.001 0.000
1.067 -0.001 0.000
1.096 -0.001 0.000
1.125 -0.001 0.000
-0.298 0.021 0.000
-0.269 0.021 0.000
-0.239 0.021 0.000
-0.210 0.021 0.000
-0.181 0.021 0.000
-0.152 0.021 0.000
-0.123 0.021 0.000
-0.094 0.021 0.000
-0.065 0.021 0.000
-0.036 0.021 0.000
-0.007 0.021 0.000
0.022 0.021 0.000
0.051 0.021 0.000
0.080 0.021 0.000
0.109 0.021 0.000
0.138 0.021 0.000
0.167 0.021 0.000
0.196 0.021 0.000
0.225 0.021 0.000
0.254 0.021 0.000
0.283 0.021 0.000
0.312 0.021 0.000
0.341 0.021 0.000
0.370 0.021 0.000
0.399 0.021 0.000
0.428 0.021 0.000
0.457 0.021 0.000
0.486 0.021 0.000
0.515 0.021 0.000
0.544 0.021 0.000
0.573 0.021 0.000
0.602 0.021 0.000
0.632 0.021 0.000
0.661 0.021 0.000
0.690 0.021 0.000
0.719 0.021 0.000
0.748 0.021 0.000
0.777 0.021 0.000
0.806 0.021 0.000
0.835 0.021 0.000
0.864 0.021 0.000
0.893 0.021 0.000
0.922 0.021 0.000
0.951 0.021 0.000
0.980 0.021 0.000
1.009 0.021 0.000
1.038 0.021 0.000
1.067 0.021 0.000
1.096 0.021 0.000
1.125 0.021 0.000
-0.298 0.042 0.000
-0.269 0.042 0.000
-0.239 0.042 0.000
-0.210 0.042 0.000
-0.181 0.042 0.000
-0.152 0.042 0.000
-0.123 0.042 0.000
-0.094 0.042 0.000
-0.065 0.042 0.000
-0.036 0.042 0.000
-0.007 0.042 0.000
0.022 0.042 0.000
0.051 0.042 0.000
0.080 0.042 0.000
0.109 0.042 0.000
0.138 0.042 0.000
0.167 0.042 0.000
0.196 0.042 0.000
0.225 0.042 0.000
0.254 0.042 0.000
0.283 0.042 0.000
0.312 0.042 0.000
0.341 0.042 0.000
0.370 0.042 0.000
0.399 0.042 0.000
0.428 0.042 0.000
0.457 0.042 0.000
0.486 0.042 0.000
0.515 0.042 0.000
0.544 0.042 0.000
0.573 0.042 0.000
0.602 0.042 0.000
0.632 0.042 0.000
0.661 0.042 0.000
0.690 0.042 0.000
0.719 0.042 0.000
0.748 0.042 0.000
0.777 0.042 0.000
0.806 0.042 0.000
0.835 0.042 0.000
0.864 0.042 0.000
0.893 0.042 0.000
0.922 0.042 0.000
0.951 0.042 0.000
0.980 0.042 0.000
1.009 0.042 0.000
1.038 0.042 0.000
1.067 0.042 0.000
1.096 0.042 0.000
1.125 0.042 0.000
-0.298 0.063 0.000
-0.269 0.063 0.000
-0.239 0.063 0.000
-0.210 0.063 0.000
-0.181 0.063 0.000
-0.152 0.063 0.000
-0.123 0.063 0.000
-0.094 0.063 0.000
-0.065 0.063 0.000
-0.036 0.063 0.000
-0.007 0.063 0.000
0.022 0.063 0.000
0.051 0.063 0.000
0.080 0.063 0.000
0.109 0.063 0.000
0.138 0.063 0.000
0.167 0.063 0.000
0.196 0.063 0.000
0.225 0.063 0.000
0.254 0.063 0.000
0.283 0.063 0.000
0.312 0.063 0.000
0.341 0.063 0.000
0.370 0.063 0.000
0.399 0.063 0.000
0.428 0.063 0.000
0.457 0.063 0.000
0.486 0.063 0.000
0.515 0.063 0.000
0.544 0.063 0.000
0.573 0.063 0.000
0.602 0.063 0.000
0.632 0.063 0.000
0.661 0.063 0.000
0.690 0.063 0.000
0.719 0.063 0.000
0.748 0.063 0.000
0.777 0.063 0.000
0.806 0.063 0.000
0.835 0.063 0.000
0.864 0.063 0.000
0.893 0.063 0.000
0.922 0.063 0.000
0.951 0.063 0.000
0.980 0.063 0.000
1.009 0.063 0.000
1.038 0.063 0.000
1.067 0.063 0.000
1.096 0.063 0.000
1.125 0.063 0.000
-0.298 0.084 0.000
-0.269 0.084 0.000
-0.239 0.084 0.000
-0.210 0.084 0.000
-0.181 0.084 0.000
